city,subcity,restaurant,rating,rating count,cost,cuisine,food_category,rating_category,cost_category,cuisine_count
chennai,nungambakkam,saleem bhai biryani,4.1,10,200,biryani,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,saleem bhai biryani,4.1,10,200,north indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,momo guy,4.4,20,200,tibetan,veg,very high,Budget-Friendly,2
chennai,nungambakkam,momo guy,4.4,20,200,desserts,veg,very high,Budget-Friendly,2
chennai,nungambakkam,spicy lee,4.1,10,400,chinese,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,new annapurna hotel & restaurant,4.1,10,300,indian,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,old mercara,4.2,20,650,ice cream,veg,very high,Standard Dining,1
chennai,nungambakkam,brownie heaven,4.4,50,200,desserts,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,vel chettinadu hotel,4.1,100,200,indian,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,hotel palmgrove - menaka,4.5,500,500,south indian,veg,very high,Standard Dining,2
chennai,nungambakkam,hotel palmgrove - menaka,4.5,500,500,indian,veg,very high,Standard Dining,2
chennai,nungambakkam,id (contemporary south indian),4.2,500,400,south indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,id (contemporary south indian),4.2,500,400,beverages,veg,very high,Budget-Friendly,2
chennai,nungambakkam,vijai enterprises,4.1,10,300,snacks,veg,very high,Budget-Friendly,2
chennai,nungambakkam,vijai enterprises,4.1,10,300,beverages,veg,very high,Budget-Friendly,2
chennai,nungambakkam,kfc,4.1,500,400,american,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,kfc,4.1,500,400,snacks,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,hotel crescent,4.2,1000,450,kerala,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,hotel crescent,4.2,1000,450,south indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,aadhirai,4.1,10,200,south indian,veg,very high,Budget-Friendly,1
chennai,nungambakkam,moo it,4.1,10,200,desserts,veg,very high,Budget-Friendly,2
chennai,nungambakkam,moo it,4.1,10,200,ice cream,veg,very high,Budget-Friendly,2
chennai,nungambakkam,sante spa cuisine,4.4,50,1300,italian,veg,very high,Premium Dining,2
chennai,nungambakkam,sante spa cuisine,4.4,50,1300,continental,veg,very high,Premium Dining,2
chennai,nungambakkam,meenam,4.1,10,1200,south indian,non veg,very high,Premium Dining,2
chennai,nungambakkam,meenam,4.1,10,1200,indian,non veg,very high,Premium Dining,2
chennai,nungambakkam,suvai bhavan,4.2,100,400,south indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,suvai bhavan,4.2,100,400,beverages,veg,very high,Budget-Friendly,2
chennai,nungambakkam,arabiaono,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,arabiaono,4.1,10,200,arabian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,shero home food - chettinad,4.1,10,350,south indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,shero home food - chettinad,4.1,10,350,desserts,veg,very high,Budget-Friendly,2
chennai,nungambakkam,the madras pizzeria,4.1,10,500,pizzas,non veg,very high,Standard Dining,1
chennai,nungambakkam,tandoori dhaba,4.2,100,350,north indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,tandoori dhaba,4.2,100,350,punjabi,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,old madras baking company,4.6,100,300,bakery,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,old madras baking company,4.6,100,300,desserts,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,hot chips,4.4,100,300,south indian,veg,very high,Budget-Friendly,1
chennai,nungambakkam,nellai fast food,4.1,20,300,chinese,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,nellai fast food,4.1,20,300,indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,tepin chilli,4.1,10,1000,south indian,non veg,very high,Premium Dining,2
chennai,nungambakkam,tepin chilli,4.1,10,1000,chinese,non veg,very high,Premium Dining,2
chennai,nungambakkam,601 - the park,4.1,10,1800,north indian,non veg,very high,Gourmet,2
chennai,nungambakkam,601 - the park,4.1,10,1800,italian-american,non veg,very high,Gourmet,2
chennai,nungambakkam,cocane sugarcane juice,4.1,10,200,juices,veg,very high,Budget-Friendly,1
chennai,nungambakkam,lord of the drinks,4.1,10,200,indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,lord of the drinks,4.1,10,200,italian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,id,4.3,500,300,south indian,veg,very high,Budget-Friendly,1
chennai,nungambakkam,kelvin scale,4.6,20,150,ice cream,veg,very high,Budget-Friendly,1
chennai,nungambakkam,coffee? since 1999,4.5,100,600,beverages,non veg,very high,Standard Dining,2
chennai,nungambakkam,coffee? since 1999,4.5,100,600,continental,non veg,very high,Standard Dining,2
chennai,nungambakkam,madras coffee house,4.8,20,100,beverages,veg,very high,Budget-Friendly,2
chennai,nungambakkam,madras coffee house,4.8,20,100,south indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,junior kuppanna,4.1,500,400,biryani,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,junior kuppanna,4.1,500,400,south indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,essentials by id,4.1,10,300,indian,veg,very high,Budget-Friendly,1
chennai,nungambakkam,pizza hut,4.2,500,400,pizzas,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,roll baby roll,4.2,100,200,indian,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,new 2020 biryani & fast food,4.1,10,500,biryani,non veg,very high,Standard Dining,2
chennai,nungambakkam,new 2020 biryani & fast food,4.1,10,500,fast food,non veg,very high,Standard Dining,2
chennai,nungambakkam,la chocolate,3.8,50,400,bakery,veg,high,Budget-Friendly,1
chennai,nungambakkam,karol bagh,4.2,100,200,street food,veg,very high,Budget-Friendly,1
chennai,nungambakkam,food track,4.1,10,250,pizzas,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,food track,4.1,10,250,fast food,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,kelvin scale shakes,4.1,10,250,beverages,veg,very high,Budget-Friendly,2
chennai,nungambakkam,kelvin scale shakes,4.1,10,250,ice cream,veg,very high,Budget-Friendly,2
chennai,nungambakkam,down sterling,4.1,10,200,continental,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,down sterling,4.1,10,200,snacks,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,grill house,3.9,1000,300,north indian,non veg,high,Budget-Friendly,2
chennai,nungambakkam,grill house,3.9,1000,300,biryani,non veg,high,Budget-Friendly,2
chennai,nungambakkam,deccan biriyani house,4.1,10,300,biryani,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,the vintage kitchen,4.1,10,300,indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,the vintage kitchen,4.1,10,300,chinese,veg,very high,Budget-Friendly,2
chennai,nungambakkam,off the record,4.1,10,1500,indian,non veg,very high,Gourmet,2
chennai,nungambakkam,off the record,4.1,10,1500,south indian,non veg,very high,Gourmet,2
chennai,nungambakkam,kaimanam,4.1,10,300,snacks,veg,very high,Budget-Friendly,1
chennai,nungambakkam,cvk bakery,4.1,10,300,snacks,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,subway,4.3,500,350,fast food,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,subway,4.3,500,350,salads,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,cafe@24,4.1,10,150,beverages,veg,very high,Budget-Friendly,1
chennai,nungambakkam,maalgaadi by dhaba estd 1986 delhi,4.3,1000,300,north indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,maalgaadi by dhaba estd 1986 delhi,4.3,1000,300,indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,schezvan,4.1,10,400,chinese,veg,very high,Budget-Friendly,1
chennai,nungambakkam,anjappar,4.2,100,600,chettinad,non veg,very high,Standard Dining,2
chennai,nungambakkam,anjappar,4.2,100,600,south indian,non veg,very high,Standard Dining,2
chennai,nungambakkam,ss hyderabad briyani,4.4,1000,300,biryani,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,ss hyderabad briyani,4.4,1000,300,north indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,the thief,4.1,10,1200,continental,veg,very high,Premium Dining,2
chennai,nungambakkam,the thief,4.1,10,1200,thai,veg,very high,Premium Dining,2
chennai,nungambakkam,shradha lulla  gourmet  desserts,4.4,50,1500,desserts,non veg,very high,Gourmet,1
chennai,nungambakkam,tandoori combo co,4.0,100,300,north indian,veg,high,Budget-Friendly,2
chennai,nungambakkam,tandoori combo co,4.0,100,300,indian,veg,high,Budget-Friendly,2
chennai,nungambakkam,yummy castle,4.1,10,200,continental,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,yummy castle,4.1,10,200,juices,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,kitchen district,4.1,10,400,biryani,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,kitchen district,4.1,10,400,kebabs,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,sangeetha veg restaurant,4.4,5000,400,chettinad,veg,very high,Budget-Friendly,2
chennai,nungambakkam,sangeetha veg restaurant,4.4,5000,400,north indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,palm jumeira,4.1,500,400,mexican,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,palm jumeira,4.1,500,400,north indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,kattha chuna,4.6,50,200,indian,veg,very high,Budget-Friendly,1
chennai,nungambakkam,mcrennett ( nungambakkam),4.6,20,300,bakery,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,doner ville,4.1,10,500,north indian,non veg,very high,Standard Dining,1
chennai,nungambakkam,chennai hot puffs,4.1,10,200,snacks,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,chennai hot puffs,4.1,10,200,bakery,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,trattoria by toscano,4.3,100,800,italian,non veg,very high,Standard Dining,2
chennai,nungambakkam,trattoria by toscano,4.3,100,800,pizzas,non veg,very high,Standard Dining,2
chennai,nungambakkam,mamagoto,4.3,500,800,chinese,non veg,very high,Standard Dining,2
chennai,nungambakkam,mamagoto,4.3,500,800,asian,non veg,very high,Standard Dining,2
chennai,nungambakkam,red sun chinese restaurant,4.1,10,400,chinese,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,red sun chinese restaurant,4.1,10,400,snacks,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,rangi's,4.3,100,500,chinese,non veg,very high,Standard Dining,1
chennai,nungambakkam,scoobys cafe,4.1,10,300,bakery,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,scoobys cafe,4.1,10,300,beverages,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,cocoa bean factory,4.1,10,250,beverages,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,cocoa bean factory,4.1,10,250,ice cream,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,blind ch3mistry,3.6,20,600,italian,non veg,high,Standard Dining,2
chennai,nungambakkam,blind ch3mistry,3.6,20,600,beverages,non veg,high,Standard Dining,2
chennai,nungambakkam,hotel virudhunagar elite,4.1,10,150,chinese,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,hotel virudhunagar elite,4.1,10,150,biryani,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,indiska magic,4.3,100,500,chaat,veg,very high,Standard Dining,2
chennai,nungambakkam,indiska magic,4.3,100,500,beverages,veg,very high,Standard Dining,2
chennai,nungambakkam,kabab corner,4.5,100,350,mughlai,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,kabab corner,4.5,100,350,north indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,nungambakkam chaat corner,4.2,100,150,chaat,veg,very high,Budget-Friendly,2
chennai,nungambakkam,nungambakkam chaat corner,4.2,100,150,street food,veg,very high,Budget-Friendly,2
chennai,nungambakkam,locofeast,4.2,50,600,desserts,non veg,very high,Standard Dining,2
chennai,nungambakkam,locofeast,4.2,50,600,beverages,non veg,very high,Standard Dining,2
chennai,nungambakkam,panda momos,4.4,20,200,tibetan,veg,very high,Budget-Friendly,2
chennai,nungambakkam,panda momos,4.4,20,200,desserts,veg,very high,Budget-Friendly,2
chennai,nungambakkam,delifish,4.1,10,300,seafood,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,delifish,4.1,10,300,south indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,burgerman,4.3,50,300,fast food,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,burgerman,4.3,50,300,continental,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,yalla pizza lounge,4.1,10,250,pizzas,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,yalla pizza lounge,4.1,10,250,indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,bombay brasserie,4.3,100,900,north indian,non veg,very high,Standard Dining,2
chennai,nungambakkam,bombay brasserie,4.3,100,900,biryani,non veg,very high,Standard Dining,2
chennai,nungambakkam,impasta,3.9,20,1200,italian,veg,high,Premium Dining,2
chennai,nungambakkam,impasta,3.9,20,1200,desserts,veg,high,Premium Dining,2
chennai,nungambakkam,iyer's delight - nungambakkam,4.3,100,200,south indian,veg,very high,Budget-Friendly,1
chennai,nungambakkam,adhiya beef biriyani,4.1,10,250,biryani,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,adhiya beef biriyani,4.1,10,250,south indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,hotel raaj bhaavan,4.4,100,400,south indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,hotel raaj bhaavan,4.4,100,400,indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,crisp cafe,4.6,50,400,north indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,crisp cafe,4.6,50,400,italian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,chennai kulfi,4.1,10,80,burgers,veg,very high,Budget-Friendly,2
chennai,nungambakkam,chennai kulfi,4.1,10,80,beverages,veg,very high,Budget-Friendly,2
chennai,nungambakkam,haagen dazs,4.4,50,500,ice cream,non veg,very high,Standard Dining,2
chennai,nungambakkam,haagen dazs,4.4,50,500,desserts,non veg,very high,Standard Dining,2
chennai,nungambakkam,the cascade,4.4,100,1200,chinese,non veg,very high,Premium Dining,2
chennai,nungambakkam,the cascade,4.4,100,1200,thai,non veg,very high,Premium Dining,2
chennai,nungambakkam,fresh pressery cafe,4.5,100,500,healthy food,non veg,very high,Standard Dining,2
chennai,nungambakkam,fresh pressery cafe,4.5,100,500,cafe,non veg,very high,Standard Dining,2
chennai,nungambakkam,cafe365,4.1,10,200,snacks,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,cafe365,4.1,10,200,beverages,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,cake house,4.5,100,300,bakery,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,cake house,4.5,100,300,desserts,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,the chef company,4.3,100,300,north indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,the chef company,4.3,100,300,south indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,arviya chat,4.1,10,200,chaat,veg,very high,Budget-Friendly,2
chennai,nungambakkam,arviya chat,4.1,10,200,snacks,veg,very high,Budget-Friendly,2
chennai,nungambakkam,dhaba estd 1986 delhi,4.3,100,900,biryani,non veg,very high,Standard Dining,2
chennai,nungambakkam,dhaba estd 1986 delhi,4.3,100,900,hyderabadi,non veg,very high,Standard Dining,2
chennai,nungambakkam,ox & tomato,4.4,20,500,italian,veg,very high,Standard Dining,2
chennai,nungambakkam,ox & tomato,4.4,20,500,pizzas,veg,very high,Standard Dining,2
chennai,nungambakkam,cream centre,4.5,100,1500,north indian,veg,very high,Gourmet,2
chennai,nungambakkam,cream centre,4.5,100,1500,italian,veg,very high,Gourmet,2
chennai,nungambakkam,jk pizzeria house,4.1,20,400,continental,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,goddy's,4.0,20,900,continental,non veg,high,Standard Dining,1
chennai,nungambakkam,ambi's kitchen,4.1,10,250,fast food,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,ambi's kitchen,4.1,10,250,indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,hut k cafe,4.1,10,250,fast food,veg,very high,Budget-Friendly,2
chennai,nungambakkam,hut k cafe,4.1,10,250,italian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,18 kafe,4.1,10,200,indian,veg,very high,Budget-Friendly,2
chennai,nungambakkam,18 kafe,4.1,10,200,chinese,veg,very high,Budget-Friendly,2
chennai,nungambakkam,cafe addiction,4.1,10,300,beverages,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,cafe addiction,4.1,10,300,snacks,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,dr bubbles,4.2,50,350,beverages,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,dr bubbles,4.2,50,350,snacks,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,kozhi.in,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,kozhi.in,4.1,10,300,grill,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,green bowl,4.1,10,600,salads,non veg,very high,Standard Dining,2
chennai,nungambakkam,green bowl,4.1,10,600,fast food,non veg,very high,Standard Dining,2
chennai,nungambakkam,ponnusamy hotels,4.0,100,300,tandoor,non veg,high,Budget-Friendly,2
chennai,nungambakkam,ponnusamy hotels,4.0,100,300,indian,non veg,high,Budget-Friendly,2
chennai,nungambakkam,karachi bakery and cafe,4.3,500,600,snacks,veg,very high,Standard Dining,2
chennai,nungambakkam,karachi bakery and cafe,4.3,500,600,north indian,veg,very high,Standard Dining,2
chennai,nungambakkam,nasi and mee,4.5,500,800,pan-asian,non veg,very high,Standard Dining,2
chennai,nungambakkam,nasi and mee,4.5,500,800,singaporean,non veg,very high,Standard Dining,2
chennai,nungambakkam,mishwar restaurant,4.3,100,400,kerala,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,mishwar restaurant,4.3,100,400,south indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,atithi restaurant,4.1,100,250,indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,atithi restaurant,4.1,100,250,bengali,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,wow! momo,4.4,100,300,tibetan,veg,very high,Budget-Friendly,2
chennai,nungambakkam,wow! momo,4.4,100,300,healthy food,veg,very high,Budget-Friendly,2
chennai,nungambakkam,mex it up,3.8,20,500,mexican,veg,high,Standard Dining,2
chennai,nungambakkam,mex it up,3.8,20,500,beverages,veg,high,Standard Dining,2
chennai,nungambakkam,aloe - the belstead,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,aloe - the belstead,4.1,10,200,asian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,far east,3.8,20,500,pan-asian,non veg,high,Standard Dining,2
chennai,nungambakkam,far east,3.8,20,500,chinese,non veg,high,Standard Dining,2
chennai,nungambakkam,shakos,4.1,10,500,juices,veg,very high,Standard Dining,2
chennai,nungambakkam,shakos,4.1,10,500,beverages,veg,very high,Standard Dining,2
chennai,nungambakkam,sandy's,4.2,100,700,desserts,non veg,very high,Standard Dining,2
chennai,nungambakkam,sandy's,4.2,100,700,continental,non veg,very high,Standard Dining,2
chennai,nungambakkam,rasoee,4.0,100,250,north indian,veg,high,Budget-Friendly,2
chennai,nungambakkam,rasoee,4.0,100,250,chaat,veg,high,Budget-Friendly,2
chennai,nungambakkam,dosa & co.,4.1,10,300,south indian,veg,very high,Budget-Friendly,1
chennai,nungambakkam,marhaba biriyani,4.1,10,200,biryani,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,marhaba biriyani,4.1,10,200,chinese,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,kebabs and comets,4.1,10,250,kebabs,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,kebabs and comets,4.1,10,250,indian,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,zaitoon,4.3,1000,500,biryani,non veg,very high,Standard Dining,2
chennai,nungambakkam,zaitoon,4.3,1000,500,juices,non veg,very high,Standard Dining,2
chennai,nungambakkam,go grill,3.8,20,250,biryani,non veg,high,Budget-Friendly,2
chennai,nungambakkam,go grill,3.8,20,250,arabian,non veg,high,Budget-Friendly,2
chennai,nungambakkam,nifra hot and sweets,4.1,10,150,snacks,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,nifra hot and sweets,4.1,10,150,beverages,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,rolls champ,4.1,10,400,snacks,non veg,very high,Budget-Friendly,1
chennai,nungambakkam,amadora gourmet ice creams,4.7,500,300,ice cream,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,amadora gourmet ice creams,4.7,500,300,desserts,non veg,very high,Budget-Friendly,2
chennai,nungambakkam,little italy,4.4,100,1200,pizzas,veg,very high,Premium Dining,2
chennai,nungambakkam,little italy,4.4,100,1200,salads,veg,very high,Premium Dining,2
chennai,avadi,avadi charminar biryani,3.4,100,210,indian,non veg,high,Budget-Friendly,1
chennai,avadi,hotel bismillah taj,2.9,20,300,biryani,non veg,medium,Budget-Friendly,2
chennai,avadi,hotel bismillah taj,2.9,20,300,indian,non veg,medium,Budget-Friendly,2
chennai,avadi,vip food court avadi,4.1,10,200,biryani,non veg,very high,Budget-Friendly,2
chennai,avadi,vip food court avadi,4.1,10,200,snacks,non veg,very high,Budget-Friendly,2
chennai,avadi,beijing kitchen,3.7,20,400,north indian,non veg,high,Budget-Friendly,2
chennai,avadi,beijing kitchen,3.7,20,400,chinese,non veg,high,Budget-Friendly,2
chennai,avadi,r & g restaraunt coolbar and food services,4.1,10,300,chinese,non veg,very high,Budget-Friendly,2
chennai,avadi,r & g restaraunt coolbar and food services,4.1,10,300,snacks,non veg,very high,Budget-Friendly,2
chennai,avadi,akiilesh pizza's,4.1,10,300,pizzas,non veg,very high,Budget-Friendly,1
chennai,avadi,coffee n recharge / coffee and recharge,4.1,10,200,indian,non veg,very high,Budget-Friendly,2
chennai,avadi,coffee n recharge / coffee and recharge,4.1,10,200,fast food,non veg,very high,Budget-Friendly,2
chennai,avadi,new nizam briyani,4.1,10,250,biryani,non veg,very high,Budget-Friendly,2
chennai,avadi,new nizam briyani,4.1,10,250,snacks,non veg,very high,Budget-Friendly,2
chennai,avadi,the cake carnival,4.7,20,300,bakery,non veg,very high,Budget-Friendly,2
chennai,avadi,the cake carnival,4.7,20,300,fast food,non veg,very high,Budget-Friendly,2
chennai,avadi,firangi bake,4.0,50,400,italian,non veg,high,Budget-Friendly,2
chennai,avadi,firangi bake,4.0,50,400,mexican,non veg,high,Budget-Friendly,2
chennai,avadi,lfc restaurant,3.6,50,300,continental,veg,high,Budget-Friendly,2
chennai,avadi,lfc restaurant,3.6,50,300,desserts,veg,high,Budget-Friendly,2
chennai,avadi,hotel pandian,3.8,500,300,barbecue,non veg,high,Budget-Friendly,2
chennai,avadi,hotel pandian,3.8,500,300,chinese,non veg,high,Budget-Friendly,2
chennai,avadi,urban 71 cakes & cafe,4.1,10,250,bakery,veg,very high,Budget-Friendly,2
chennai,avadi,urban 71 cakes & cafe,4.1,10,250,desserts,veg,very high,Budget-Friendly,2
chennai,avadi,al-beck,4.2,100,500,seafood,non veg,very high,Standard Dining,2
chennai,avadi,al-beck,4.2,100,500,biryani,non veg,very high,Standard Dining,2
chennai,avadi,shero home food - chettinad,4.0,20,350,south indian,veg,high,Budget-Friendly,2
chennai,avadi,shero home food - chettinad,4.0,20,350,chettinad,veg,high,Budget-Friendly,2
chennai,avadi,sizzlly chicken,4.1,10,300,grill,non veg,very high,Budget-Friendly,2
chennai,avadi,sizzlly chicken,4.1,10,300,continental,non veg,very high,Budget-Friendly,2
chennai,avadi,yathgaar briyani center and fast food,3.8,20,300,biryani,non veg,high,Budget-Friendly,2
chennai,avadi,yathgaar briyani center and fast food,3.8,20,300,north indian,non veg,high,Budget-Friendly,2
chennai,avadi,fondus,4.5,20,100,south indian,veg,very high,Budget-Friendly,1
chennai,avadi,comali cafe,4.1,10,200,cafe,veg,very high,Budget-Friendly,2
chennai,avadi,comali cafe,4.1,10,200,burgers,veg,very high,Budget-Friendly,2
chennai,avadi,agarwal hot chat,4.2,500,300,north indian,veg,very high,Budget-Friendly,2
chennai,avadi,agarwal hot chat,4.2,500,300,street food,veg,very high,Budget-Friendly,2
chennai,avadi,hotel ayyaar bawan,4.3,500,300,indian,veg,very high,Budget-Friendly,2
chennai,avadi,hotel ayyaar bawan,4.3,500,300,chinese,veg,very high,Budget-Friendly,2
chennai,avadi,hotel vivedha chettinadu,4.0,100,250,north indian,non veg,high,Budget-Friendly,2
chennai,avadi,hotel vivedha chettinadu,4.0,100,250,chinese,non veg,high,Budget-Friendly,2
chennai,avadi,loading,4.1,10,200,burmese,non veg,very high,Budget-Friendly,2
chennai,avadi,loading,4.1,10,200,american,non veg,very high,Budget-Friendly,2
chennai,avadi,hotel ramnad @ gusto express,3.9,100,300,barbecue,non veg,high,Budget-Friendly,2
chennai,avadi,hotel ramnad @ gusto express,3.9,100,300,chinese,non veg,high,Budget-Friendly,2
chennai,avadi,big chips,4.1,10,150,pizzas,non veg,very high,Budget-Friendly,2
chennai,avadi,big chips,4.1,10,150,snacks,non veg,very high,Budget-Friendly,2
chennai,avadi,madras military hotel,4.1,10,400,biryani,non veg,very high,Budget-Friendly,1
chennai,avadi,hotel pragathi,3.6,100,250,north indian,non veg,high,Budget-Friendly,2
chennai,avadi,hotel pragathi,3.6,100,250,south indian,non veg,high,Budget-Friendly,2
chennai,avadi,zan cafe,4.1,10,200,beverages,veg,very high,Budget-Friendly,2
chennai,avadi,zan cafe,4.1,10,200,desserts,veg,very high,Budget-Friendly,2
chennai,avadi,ayyar bhavan,4.3,1000,500,south indian,veg,very high,Standard Dining,1
chennai,avadi,bai kadai biriyani,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,avadi,bai kadai biriyani,4.1,10,300,snacks,non veg,very high,Budget-Friendly,2
chennai,avadi,currynest india,2.9,20,150,north indian,veg,medium,Budget-Friendly,2
chennai,avadi,currynest india,2.9,20,150,chinese,veg,medium,Budget-Friendly,2
chennai,avadi,gowtham chats,4.1,10,200,chaat,veg,very high,Budget-Friendly,2
chennai,avadi,gowtham chats,4.1,10,200,snacks,veg,very high,Budget-Friendly,2
chennai,avadi,mexican treat,4.1,10,200,burmese,non veg,very high,Budget-Friendly,2
chennai,avadi,mexican treat,4.1,10,200,street food,non veg,very high,Budget-Friendly,2
chennai,avadi,the chinese story,4.1,10,400,chinese,non veg,very high,Budget-Friendly,1
chennai,avadi,five star chicken koli hut thiruninravur,4.1,20,200,chinese,non veg,very high,Budget-Friendly,1
chennai,avadi,thithik cafe,3.3,20,300,pizzas,non veg,high,Budget-Friendly,2
chennai,avadi,thithik cafe,3.3,20,300,bakery,non veg,high,Budget-Friendly,2
chennai,avadi,gundu bhai biriyani,4.1,10,300,indian,non veg,very high,Budget-Friendly,2
chennai,avadi,gundu bhai biriyani,4.1,10,300,biryani,non veg,very high,Budget-Friendly,2
chennai,avadi,frango frito,4.1,10,300,indian,non veg,very high,Budget-Friendly,2
chennai,avadi,frango frito,4.1,10,300,snacks,non veg,very high,Budget-Friendly,2
chennai,avadi,the pasta pot,4.4,50,200,italian,veg,very high,Budget-Friendly,2
chennai,avadi,the pasta pot,4.4,50,200,fast food,veg,very high,Budget-Friendly,2
